,ts,fx,fy,fz,mx,my,mz,name
42,1690131743.4522007,-0.108832,-0.08125199999999999,0.013096,8.499999999999999e-05,0.001385,0.002399,0
43,1690131743.457312,-0.095994,-0.1013,0.07327199999999999,0.00031,8.9e-05,0.002384,0
44,1690131743.462432,-0.11199999999999999,-0.097552,0.082912,0.000569,0.00034899999999999997,0.001859,0
45,1690131743.466506,-0.117836,-0.083424,0.07750399999999999,0.00141,0.000421,0.0025239999999999998,0
46,1690131743.471616,-0.112784,-0.126437,0.03244,0.00045799999999999997,0.000481,0.003031,0
47,1690131743.4767277,-0.113618,-0.110646,0.050159999999999996,6.7e-05,-3.6e-05,0.000846,0
48,1690131743.4818547,-0.074936,-0.09862399999999999,0.09948,0.000243,-8.999999999999999e-05,0.001469,0
49,1690131743.4869454,-0.11639999999999999,-0.091942,0.051584,0.0007279999999999999,0.000111,0.002042,0
50,1690131743.4920561,-0.117104,-0.108017,0.017471999999999998,0.00015999999999999999,0.000363,0.001947,0
51,1690131743.4971714,-0.10965,-0.088631,0.050404,-0.000387,0.001,0.0021579999999999998,0
52,1690131743.5022879,-0.092878,-0.076524,0.06984,0.0007419999999999999,-1.9999999999999998e-05,0.002525,0
53,1690131743.5063624,-0.100058,-0.08032,0.0654,0.0009649999999999999,-0.000236,0.002928,0
54,1690131743.511478,-0.113562,-0.10636599999999999,0.028367999999999997,0.0008259999999999999,1.9999999999999998e-05,0.00266,0
55,1690131743.5165873,-0.100628,-0.092552,0.061368,0.00047799999999999996,0.000549,0.001089,0
56,1690131743.521698,-0.080982,-0.094377,0.08656,0.00040199999999999996,-0.000178,0.0017519999999999999,0
57,1690131743.5268073,-0.125086,-0.095263,0.022608,0.00031,-6e-06,0.001272,0
58,1690131743.5319185,-0.143058,-0.10674299999999999,0.021967999999999998,0.000534,0.000731,0.00133,0
59,1690131743.5370247,-0.091386,-0.08810799999999999,0.060247999999999996,0.000658,0.00031,0.001331,0
60,1690131743.5421383,-0.076344,-0.087488,0.044632,0.000603,-0.00040199999999999996,0.002392,0
61,1690131743.5462613,-0.11658199999999999,-0.06319799999999999,0.061579999999999996,0.0009339999999999999,4.8e-05,0.0025789999999999997,0
62,1690131743.5513246,-0.10210999999999999,-0.081123,-0.0022559999999999998,0.000445,2.9999999999999997e-05,0.002006,0
63,1690131743.5564377,-0.078166,-0.09550299999999999,0.040979999999999996,0.00017199999999999998,0.0006219999999999999,0.0021509999999999997,0
64,1690131743.5615518,-0.09425399999999999,-0.07947699999999999,0.080192,0.000166,0.000495,0.001651,0
65,1690131743.566669,-0.119306,-0.070251,0.020016,0.001584,-0.000168,0.0012,0
66,1690131743.5717645,-0.118618,-0.114909,0.032175999999999996,0.00083,0.000243,0.002578,0
67,1690131743.5768657,-0.066518,-0.098337,0.045072,0.00010499999999999999,0.000153,0.0022099999999999997,0
68,1690131743.5819855,-0.086252,-0.060201,0.121932,0.000149,-0.00014099999999999998,0.002472,0
69,1690131743.5871034,-0.10708799999999999,-0.10311899999999999,0.044567999999999997,0.000878,0.000352,0.001798,0
70,1690131743.5911753,-0.12101999999999999,-0.115241,0.020648,0.00038899999999999997,0.00037799999999999997,0.002013,0
71,1690131743.5962844,-0.083008,-0.09882099999999999,0.067992,-5.6999999999999996e-05,0.0007279999999999999,0.002477,0
72,1690131743.6014054,-0.082858,-0.051639,0.078844,0.000327,5.9e-05,0.001193,0
73,1690131743.6065078,-0.100168,-0.06550199999999999,0.035904,0.0005459999999999999,-0.000532,0.00306,0
74,1690131743.6116335,-0.10950599999999999,-0.12499099999999999,0.016172,6.5e-05,0.00029299999999999997,0.001982,0
75,1690131743.616742,-0.109106,-0.107318,0.048712,-5.1e-05,0.000367,0.0021219999999999998,0
76,1690131743.6218495,-0.081644,-0.045083,0.10062399999999999,-0.000149,0.000881,0.002216,0
77,1690131743.6269457,-0.090236,-0.07723,0.06152,0.000643,9.8e-05,0.0024189999999999997,0
78,1690131743.6310587,-0.120514,-0.129888,0.038016,0.00029299999999999997,0.000521,0.002127,0
79,1690131743.6361496,-0.100412,-0.09362899999999999,0.046832,0.00049,0.000651,0.001196,0
80,1690131743.6412573,-0.11984399999999999,-0.078438,0.077864,0.000661,0.000236,0.0023829999999999997,0
81,1690131743.6463647,-0.087628,-0.091278,0.056412,0.000621,-0.00038199999999999996,0.002074,0
82,1690131743.6515155,-0.123842,-0.093315,0.029935999999999997,0.00015199999999999998,0.000767,0.002519,0
83,1690131743.6565938,-0.104456,-0.119503,0.070768,-0.000297,0.0008889999999999999,0.001614,0
84,1690131743.6617074,-0.09390599999999999,-0.075097,0.055832,0.00044899999999999996,0.000516,0.002315,0
85,1690131743.6668057,-0.10995999999999999,-0.091041,0.05604,0.001647,0.000207,0.0017649999999999999,0
86,1690131743.6709197,-0.117694,-0.09572599999999999,0.041696,0.00023099999999999998,0.00044199999999999996,0.001651,0
87,1690131743.6760075,-0.12886799999999998,-0.110674,0.04768,-7.599999999999999e-05,0.000532,0.002696,0
88,1690131743.681118,-0.063192,-0.057770999999999996,0.077356,0.00053,-0.000352,0.0018319999999999999,0
89,1690131743.686223,-0.10045799999999999,-0.072655,0.044316,0.0012649999999999998,-0.000581,0.001782,0
90,1690131743.6913326,-0.126514,-0.08917,0.021152,-0.000163,8.4e-05,0.0018039999999999998,0
91,1690131743.6964512,-0.08533,-0.124071,0.039352,-0.000194,0.000674,0.0017679999999999998,0
92,1690131743.70156,-0.09697,-0.08835,0.096872,0.000236,0.0006879999999999999,0.001498,0
93,1690131743.7066646,-0.131078,-0.08122399999999999,0.071336,0.0016079999999999998,0.00041799999999999997,0.0018089999999999998,0
94,1690131743.7117844,-0.111636,-0.104457,0.036851999999999996,0.0010609999999999999,7.5e-05,0.002473,0
95,1690131743.7158742,-0.117396,-0.076724,0.05028,0.00023899999999999998,0.000843,0.001766,0
96,1690131743.720972,-0.061776,-0.076448,0.090672,0.000523,0.00040699999999999997,0.0013089999999999998,0
97,1690131743.7260873,-0.12070199999999999,-0.07618,0.042608,0.00115,0.0005009999999999999,0.002653,0
98,1690131743.7311943,-0.079914,-0.111567,0.036275999999999996,0.000513,6.3e-05,0.0011669999999999999,0
99,1690131743.7363098,-0.117906,-0.08974299999999999,0.059552,-0.00043799999999999997,0.0007109999999999999,0.002447,0
100,1690131743.741413,-0.095874,-0.07635499999999999,0.064292,0.000149,-0.000584,0.001388,0
101,1690131743.7465193,-0.10371,-0.103004,0.027544,0.001075,-0.000474,0.002719,0
102,1690131743.7516398,-0.140682,-0.10999199999999999,0.032024,7.9e-05,0.000424,0.0019329999999999998,0
103,1690131743.7557275,-0.13164199999999998,-0.095954,0.0516,0.000571,0.00106,0.0026609999999999997,0
104,1690131743.7608278,-0.08291,-0.050862,0.06507199999999999,0.000441,-0.000488,0.0026639999999999997,0
105,1690131743.7659428,-0.114924,-0.05262,0.077952,0.001062,0.000149,0.00232,0
106,1690131743.7710478,-0.121458,-0.083116,0.031832,0.000881,0.000434,0.002231,0
107,1690131743.776157,-0.093666,-0.099752,0.040619999999999996,0.001078,0.000267,0.001035,0
108,1690131743.7812726,-0.094966,-0.087213,0.030836,0.000339,0.000823,0.00215,0
109,1690131743.7863832,-0.104126,-0.080465,0.06556,0.000909,-0.000406,0.001798,0
110,1690131743.791491,-0.100494,-0.106428,-0.001192,0.0006299999999999999,1.7e-05,0.002232,0
111,1690131743.795574,-0.115892,-0.12688,0.00658,-0.000614,0.000352,0.002127,0
112,1690131743.800691,-0.064208,-0.068858,0.09070399999999999,0.0006569999999999999,0.000212,0.002352,0
113,1690131743.8057983,-0.081686,-0.090997,0.060067999999999996,0.0011949999999999999,-3.2999999999999996e-05,0.001748,0
114,1690131743.810907,-0.10225,-0.093512,0.024064,0.001039,0.000603,0.0013269999999999998,0
115,1690131743.816023,-0.128088,-0.09036899999999999,0.09263199999999999,-0.000195,0.000569,0.002165,0
116,1690131743.8211274,-0.065146,-0.081021,0.08326399999999999,0.000136,-0.00020099999999999998,0.0011179999999999999,0
117,1690131743.8262491,-0.087236,-0.06780699999999999,0.032071999999999996,0.000514,-0.00013099999999999999,0.002312,0
118,1690131743.8313632,-0.151286,-0.105862,0.029391999999999998,0.000432,0.00115,0.002982,0
119,1690131743.8364675,-0.103312,-0.11089299999999999,0.06554399999999999,-0.000196,0.000397,0.0022819999999999997,0
120,1690131743.8405566,-0.079762,-0.057616,0.104776,0.00027,0.00037999999999999997,0.002198,0
121,1690131743.8456528,-0.083462,-0.11108799999999999,0.061812,0.00114,0.000298,0.001545,0
122,1690131743.8507602,-0.103116,-0.079201,0.03848,0.00122,6.2e-05,0.002317,0
123,1690131743.8558893,-0.123926,-0.086361,0.05832,0.000269,0.00062,0.002241,0
124,1690131743.8609908,-0.07857,-0.082315,0.066048,0.0006799999999999999,-0.000113,0.001684,0
125,1690131743.8660946,-0.10067999999999999,-0.058616999999999995,0.031792,0.0016539999999999999,-0.000101,0.001343,0
126,1690131743.8712087,-0.120042,-0.080623,0.015784,0.000588,0.000354,0.0015819999999999999,0
127,1690131743.8763225,-0.110444,-0.084518,0.049915999999999995,0.000128,0.000705,0.002397,0
128,1690131743.8804324,-0.10123399999999999,-0.070185,0.081736,0.000806,0.000256,0.002528,0
129,1690131743.8855324,-0.10942199999999999,-0.076009,0.06294,0.001094,0.000254,0.0018419999999999999,0
130,1690131743.8906245,-0.14884,-0.11269,0.02068,0.00042899999999999997,0.000699,0.002229,0
131,1690131743.8957372,-0.13111799999999998,-0.096519,0.037115999999999996,-0.00034399999999999996,0.001356,0.002028,0
132,1690131743.9008532,-0.09421,-0.067701,0.06458,0.0007109999999999999,0.0007199999999999999,0.0030269999999999997,0
133,1690131743.9059644,-0.068678,-0.06901399999999999,0.051831999999999996,0.00098,-0.0005279999999999999,0.002454,0
134,1690131743.9110608,-0.137344,-0.117517,0.057928,0.00037099999999999996,0.000614,0.002624,0
135,1690131743.9162061,-0.134194,-0.075961,0.0211,0.00018999999999999998,0.0005639999999999999,0.002964,0
136,1690131743.920261,-0.08678799999999999,-0.043521,0.08707999999999999,0.001202,-8.499999999999999e-05,0.002623,0
137,1690131743.9253778,-0.08939,-0.067961,0.084392,0.0016489999999999999,-0.000601,0.002199,0
138,1690131743.9304845,-0.093502,-0.09306199999999999,0.015648,0.000571,0.00098,0.0018659999999999998,0
139,1690131743.9355977,-0.10169199999999999,-0.119282,0.044323999999999995,0.000421,0.000949,0.002123,0
140,1690131743.9407053,-0.08595599999999999,-0.061274999999999996,0.10656,0.0007379999999999999,0.000279,0.0032779999999999997,0
141,1690131743.9458144,-0.082406,-0.064401,0.03982,0.0014579999999999999,-0.000356,0.00212,0
142,1690131743.9509249,-0.12292199999999999,-0.090164,0.040819999999999995,0.000318,0.0009889999999999999,0.002315,0
143,1690131743.9560351,-0.104722,-0.10449399999999999,0.066716,5.6999999999999996e-05,0.001401,0.002093,0
144,1690131743.9611356,-0.070824,-0.061223,0.067288,0.000874,0.000183,0.002191,0
145,1690131743.965268,-0.110788,-0.08244399999999999,0.07696,0.001068,-0.0005949999999999999,0.001138,0
146,1690131743.9703345,-0.127058,-0.132998,0.04504,0.000202,0.00043799999999999997,0.001401,0
147,1690131743.9754362,-0.10808799999999999,-0.12206299999999999,0.046952,0.000197,0.000126,0.002088,0
148,1690131743.9805524,-0.106348,-0.062993,0.061208,0.00019099999999999998,0.0006789999999999999,0.0023,0
149,1690131743.9856503,-0.09562799999999999,-0.039063,0.05012,0.0012109999999999998,0.000367,0.0023109999999999997,0
150,1690131743.9907649,-0.093002,-0.095732,-0.00716,0.000557,0.001029,0.00224,0
151,1690131743.9958792,-0.104708,-0.098077,0.037079999999999995,0.000111,0.001193,0.001428,0
152,1690131744.0009882,-0.049839999999999995,-0.084171,0.041808,0.000489,0.00041,0.001297,0
153,1690131744.0050676,-0.075622,-0.0567,0.07013599999999999,0.0014839999999999999,-0.000405,0.002313,0
154,1690131744.0101807,-0.133068,-0.10493,0.037704,0.000384,0.000355,0.001986,0
155,1690131744.0152946,-0.09036,-0.12427999999999999,0.051112,-0.000605,0.000757,0.001365,0
156,1690131744.0203912,-0.081526,-0.072756,0.094264,0.00014199999999999998,-0.000235,0.0017009999999999998,0
157,1690131744.0255203,-0.087822,-0.07113799999999999,0.051392,0.0010559999999999999,-0.000148,0.002048,0
158,1690131744.0306208,-0.11645399999999999,-0.10527099999999999,0.059384,0.00028,0.000301,0.0016799999999999999,0
159,1690131744.0357318,-0.11040799999999999,-0.10006799999999999,0.075212,0.000258,0.000414,0.0018319999999999999,0
160,1690131744.0408409,-0.089404,-0.058962999999999995,0.112868,0.0005899999999999999,0.0006299999999999999,0.001436,0
161,1690131744.044921,-0.097744,-0.040743999999999995,0.079048,0.001548,-6.9e-05,0.002277,0
162,1690131744.0500689,-0.1036,-0.099691,0.041136,0.0008979999999999999,0.001021,0.002227,0
163,1690131744.0551367,-0.120794,-0.097063,0.034016,-0.0005149999999999999,0.000775,0.001821,0
164,1690131744.06025,-0.11057,-0.076023,0.08463999999999999,0.000443,-0.000156,0.002283,0
165,1690131744.0653727,-0.097534,-0.065108,0.021032,0.0016259999999999998,-0.000578,0.002692,0
166,1690131744.070474,-0.083246,-0.123349,0.034423999999999996,0.000434,2.2e-05,0.002312,0
167,1690131744.0755818,-0.099816,-0.10065099999999999,0.047271999999999995,-4.9999999999999996e-05,4.4e-05,0.002999,0
168,1690131744.0806916,-0.096676,-0.07213599999999999,0.059216,0.000656,-0.000173,0.0024519999999999998,0
169,1690131744.085804,-0.13511399999999998,-0.069842,0.066552,0.000852,-0.000272,0.002597,0
170,1690131744.089924,-0.13735799999999998,-0.10768499999999999,0.0072239999999999995,0.00066,0.0005189999999999999,0.003136,0
171,1690131744.0950067,-0.10338599999999999,-0.122081,0.025131999999999998,-0.000941,0.000841,0.001709,0
172,1690131744.1001267,-0.08753799999999999,-0.109454,0.05756,-0.000156,0.000192,0.001957,0
173,1690131744.1052308,-0.090164,-0.042223,0.06386399999999999,0.001405,-0.0006129999999999999,0.002193,0
174,1690131744.1103454,-0.126862,-0.113381,0.016536,0.00081,0.000581,0.001152,0
175,1690131744.1154752,-0.103418,-0.0943,0.046911999999999995,-0.001103,0.000704,0.001669,0
176,1690131744.120556,-0.061118,-0.068353,0.085688,0.000356,-0.0006799999999999999,0.0015919999999999999,0
177,1690131744.1256723,-0.08635999999999999,-0.064854,0.066672,0.000743,-0.00058,0.002513,0
178,1690131744.1297565,-0.11948199999999999,-0.119407,0.034684,-9.999999999999999e-06,0.000308,0.0015559999999999999,0
179,1690131744.1348755,-0.12375399999999999,-0.12643,0.05692,0.000153,0.001426,0.001847,0
180,1690131744.1400092,-0.081082,-0.07476,0.062552,7.4e-05,0.00026199999999999997,0.001841,0
181,1690131744.1450844,-0.09873,-0.074014,0.048472,5.4999999999999995e-05,-0.00021999999999999998,0.0016519999999999998,0
182,1690131744.1502037,-0.12110599999999999,-0.10207,0.040279999999999996,0.000147,0.0010999999999999998,0.0021319999999999998,0
183,1690131744.155313,-0.08496999999999999,-0.10166599999999999,0.027424,-0.000584,0.001095,0.00134,0
184,1690131744.1604123,-0.10660199999999999,-0.067148,0.09014,0.000832,0.000496,0.001843,0
185,1690131744.1655235,-0.08016,-0.068492,0.044696,0.0012599999999999998,-2.9999999999999997e-05,0.0018269999999999998,0
186,1690131744.1696177,-0.11035199999999999,-0.10756299999999999,0.022788,0.0008889999999999999,0.000477,0.0021,0
187,1690131744.1747205,-0.13930599999999999,-0.11642,0.019568,-0.00104,0.001098,0.002327,0
188,1690131744.1798332,-0.098976,-0.084425,0.103172,0.000566,2.7e-05,0.0019169999999999999,0
189,1690131744.1849422,-0.09881,-0.062821,0.07681199999999999,0.001094,-1.4e-05,0.00117,0
190,1690131744.1900487,-0.112426,-0.09337899999999999,0.020272,0.000819,-8.8e-05,0.001357,0
191,1690131744.1951635,-0.110126,-0.100907,0.015576,-0.000548,0.00032199999999999997,0.0019279999999999998,0
192,1690131744.200282,-0.07507799999999999,-0.092947,0.042328,-0.00034199999999999996,-1.8999999999999998e-05,0.0028409999999999998,0
193,1690131744.2053814,-0.114074,-0.064358,0.06730799999999999,0.000833,-1.9999999999999998e-05,0.002234,0
194,1690131744.2104967,-0.118794,-0.111485,0.025376,0.00016099999999999998,8.499999999999999e-05,0.001263,0
195,1690131744.2146049,-0.106054,-0.106574,0.047944,1.3e-05,0.0010379999999999999,0.002766,0
196,1690131744.2196891,-0.098106,-0.041715999999999996,0.096272,0.001222,0.00046699999999999997,0.001405,0
197,1690131744.2247963,-0.09100799999999999,-0.034058,0.06992799999999999,0.001377,9.2e-05,0.001782,0
198,1690131744.2299175,-0.121818,-0.092155,0.065152,3.6e-05,0.000234,0.001954,0
199,1690131744.2350276,-0.104276,-0.105085,0.036416,-0.000452,0.0006709999999999999,0.002013,0
200,1690131744.2401252,-0.084006,-0.0654,0.072356,0.000236,0.000571,0.0029549999999999997,0
201,1690131744.2452447,-0.12111799999999999,-0.097282,0.04856,0.00037099999999999996,7.8e-05,0.001756,0
202,1690131744.2503502,-0.128576,-0.091517,0.047852,0.000514,0.000643,0.0026019999999999997,0
203,1690131744.2544272,-0.156322,-0.12731499999999998,0.024367999999999997,-0.00020999999999999998,0.001467,0.001682,0
204,1690131744.259567,-0.08312599999999999,-0.06581,0.105164,0.000377,0.000655,0.001232,0
205,1690131744.2646635,-0.082636,-0.055061,0.104544,0.001297,-0.0007689999999999999,0.002264,0
206,1690131744.2697637,-0.115658,-0.10703499999999999,0.031135999999999997,-0.000111,0.000829,0.002388,0
207,1690131744.2748756,-0.111916,-0.13125,0.036199999999999996,-0.000953,0.000739,0.001616,0
208,1690131744.279982,-0.106942,-0.057428,0.07712,0.00085,0.000193,0.001413,0
209,1690131744.2850993,-0.09537,-0.069255,0.044455999999999996,0.0015279999999999998,-0.000374,0.001831,0
210,1690131744.290197,-0.110458,-0.066282,0.02062,6.3e-05,0.000416,0.001388,0
211,1690131744.2943041,-0.102282,-0.100577,0.048468,-0.0007,0.000521,0.0006,0
212,1690131744.2994146,-0.093788,-0.07954699999999999,0.10860399999999999,-0.0005239999999999999,0.000484,0.0013189999999999999,0
213,1690131744.3045087,-0.08530599999999999,-0.06627,0.08341599999999999,0.0011819999999999999,-0.00032199999999999997,0.002499,0
214,1690131744.3096123,-0.13211,-0.059612,0.069992,0.000575,0.000169,0.002466,0
215,1690131744.314743,-0.131774,-0.130103,0.030011999999999997,-0.00020099999999999998,0.00085,0.001313,0
216,1690131744.3198342,-0.075378,-0.087,0.07338,0.000531,0.0011949999999999999,0.001402,0
217,1690131744.324951,-0.09250599999999999,-0.089556,0.052912,0.001156,0.000206,0.0021609999999999997,0
218,1690131744.330054,-0.106638,-0.077198,0.024068,0.000215,0.0006969999999999999,0.002676,0
219,1690131744.335158,-0.09894399999999999,-0.106121,0.074056,-0.000356,0.00057,0.002297,0
220,1690131744.3392768,-0.069746,-0.070131,0.057544,0.000552,-0.00011499999999999999,0.0017829999999999999,0
221,1690131744.3443809,-0.106114,-0.07037199999999999,0.059671999999999996,0.00124,-0.000434,0.001335,0
222,1690131744.3494792,-0.09088399999999999,-0.109972,0.0078,0.000726,7.5e-05,0.001625,0
223,1690131744.3545732,-0.093928,-0.10699299999999999,0.038844,-0.000516,0.000244,0.0019979999999999998,0
224,1690131744.3597078,-0.074738,-0.058863,0.130736,0.0009209999999999999,0.000272,0.001994,0
225,1690131744.3647966,-0.083482,-0.065748,0.082288,0.001248,-0.001084,0.002424,0
226,1690131744.3699098,-0.11352599999999999,-0.097733,0.020152,0.000815,0.000263,0.002263,0
227,1690131744.3750134,-0.094994,-0.11455399999999999,0.039335999999999996,-0.00024599999999999996,0.000408,0.001956,0
228,1690131744.3790884,-0.083662,-0.078566,0.07034,-0.000125,-7.599999999999999e-05,0.0016209999999999998,0
229,1690131744.384235,-0.073502,-0.051077,0.08362,0.001312,-0.000367,0.0019459999999999998,0
230,1690131744.3893228,-0.10711799999999999,-0.124151,0.032616,1.8999999999999998e-05,0.000669,0.00208,0
231,1690131744.394421,-0.116504,-0.102753,0.02488,0.000126,0.001037,0.0020169999999999997,0
232,1690131744.3995445,-0.073138,-0.072323,0.09210399999999999,0.000601,-0.000375,0.001927,0
233,1690131744.4046342,-0.09254799999999999,-0.069321,0.07886399999999999,0.0009149999999999999,-0.0008359999999999999,0.002235,0
234,1690131744.4097555,-0.140658,-0.08255699999999999,0.027444,0.0006969999999999999,0.000977,0.002095,0
235,1690131744.4148645,-0.127104,-0.093828,0.031063999999999998,-0.000647,0.000935,0.001753,0
236,1690131744.4189496,-0.0717,-0.060021,0.048456,0.000561,0.0005859999999999999,0.0016049999999999999,0
237,1690131744.424056,-0.09479,-0.105095,0.059736,0.00014,-0.000129,0.0015459999999999998,0
238,1690131744.4291704,-0.13438,-0.08635899999999999,0.032223999999999996,-5.6e-05,-0.000113,0.002186,0
239,1690131744.4342773,-0.116466,-0.09633,0.038228,-0.00023799999999999998,0.001282,0.002153,0
240,1690131744.4393804,-0.097782,-0.072984,0.066992,-5.1e-05,-0.000271,0.0013239999999999999,0
241,1690131744.444492,-0.07464,-0.053835999999999995,0.077748,0.0014,-0.000168,0.0021119999999999997,0
242,1690131744.4496067,-0.13214199999999998,-0.11548,0.038571999999999995,0.00047099999999999996,0.0007279999999999999,0.002489,0
243,1690131744.4547088,-0.109734,-0.122099,0.017048,-0.001614,0.0007329999999999999,0.002512,0
244,1690131744.4598112,-0.099636,-0.060652,0.072252,0.0005409999999999999,0.000337,0.002304,0
245,1690131744.4639046,-0.072722,-0.043893,0.08632,0.000634,-0.0012799999999999999,0.002374,0
246,1690131744.4690437,-0.108234,-0.129298,0.008412,0.000712,-0.000104,0.002175,0
247,1690131744.4741225,-0.11359799999999999,-0.10643,0.034288,-8.4e-05,0.000325,0.0030889999999999997,0
248,1690131744.4792361,-0.083314,-0.051437,0.10868,0.00031299999999999996,0.000491,0.002231,0
249,1690131744.4843438,-0.096646,-0.055937,0.103936,0.001454,-0.00019899999999999999,0.001563,0
250,1690131744.48945,-0.118334,-0.086523,0.013895999999999999,0.0008179999999999999,0.00062,0.0023209999999999997,0
251,1690131744.4945655,-0.131362,-0.10932499999999999,0.028735999999999998,-0.000856,0.001086,0.00211,0
252,1690131744.4996934,-0.07515,-0.046824,0.07675599999999999,0.000421,-0.000479,0.0026579999999999998,0
253,1690131744.5037484,-0.08813,-0.072466,0.10386,0.00104,-0.000661,0.0021609999999999997,0
254,1690131744.5088995,-0.117282,-0.104374,0.06064,0.0005949999999999999,0.0005859999999999999,0.001885,0
255,1690131744.5139904,-0.116892,-0.118392,0.060216,-0.000759,0.000708,0.002,0
256,1690131744.5190926,-0.094576,-0.067652,0.112664,0.000439,0.000138,0.0021349999999999997,0
257,1690131744.5242033,-0.078582,-0.056165,0.062287999999999996,0.001044,-0.000343,0.001895,0
258,1690131744.5293078,-0.129004,-0.096597,0.038876,0.000113,0.000303,0.001617,0
259,1690131744.534417,-0.11417999999999999,-0.12287,0.003088,-0.000628,0.001441,0.001981,0
260,1690131744.5395312,-0.09852999999999999,-0.066601,0.070672,0.00048699999999999997,0.000486,0.002265,0
261,1690131744.5436246,-0.058518,-0.035254,0.06455999999999999,0.001419,-0.0009609999999999999,0.0019479999999999999,0
