,ts,fx,fy,fz,tx,ty,tz,name
0,2023-06-22 10:50:33.480935335,-0.074584,-0.018845,0.097622,-0.001382,-0.002721,-0.0015769999999999998,t0
1,2023-06-22 10:50:33.515834093,0.060170999999999995,0.028221999999999997,-0.0156,0.001138,-0.001571,0.000455,t1
2,2023-06-22 10:50:33.483993053,-0.006601999999999999,-0.007156999999999999,0.11577599999999999,-0.001999,-0.0030169999999999997,-0.0006399999999999999,t0
3,2023-06-22 10:50:33.518914699,0.004254,-0.034608,-0.032063999999999995,-0.001741,-0.000558,-0.00047099999999999996,t1
4,2023-06-22 10:50:33.487056494,0.062042999999999994,0.037149999999999996,0.047729999999999995,-0.001503,-0.0014919999999999998,-0.0007369999999999999,t0
5,2023-06-22 10:50:33.521977425,0.049824999999999994,0.03392,0.061292,-0.000491,-0.0008439999999999999,-0.000243,t1
6,2023-06-22 10:50:33.491136074,0.11465199999999999,0.014636999999999999,0.039355999999999995,-0.001927,-0.0022229999999999997,-0.002336,t0
7,2023-06-22 10:50:33.525040150,0.102045,0.029897,0.103348,-0.000158,-0.001498,-0.00029,t1
8,2023-06-22 10:50:33.494203091,0.058096999999999996,0.0066549999999999995,0.012791,-0.001549,-0.0024449999999999997,-0.000704,t0
9,2023-06-22 10:50:33.529146671,0.146093,0.088611,0.07943599999999999,0.00349,-0.003702,0.0005589999999999999,t1
10,2023-06-22 10:50:33.497261524,-0.002435,-0.052243,-0.021249999999999998,-0.001341,-0.002582,0.00024099999999999998,t0
11,2023-06-22 10:50:33.532221317,0.06515499999999999,0.02848,-0.029476,0.0013419999999999999,-0.002127,-0.000223,t1
12,2023-06-22 10:50:33.500321388,-0.051699999999999996,-0.043135,0.06818099999999999,-0.0009329999999999999,-0.0021969999999999997,-0.001491,t0
13,2023-06-22 10:50:33.535267352,0.056809,-0.017207,-0.067328,0.0006979999999999999,-0.001106,1.8999999999999998e-05,t1
14,2023-06-22 10:50:33.504408598,0.011027,-0.022017,0.077647,-0.001736,-0.0027359999999999997,-0.000682,t0
15,2023-06-22 10:50:33.538331509,0.032969,-0.0562,-0.048076,-0.00133,-0.000452,0.000205,t1
16,2023-06-22 10:50:33.507469654,0.052003,0.039881,0.073638,-0.002433,-0.00217,-0.001611,t0
17,2023-06-22 10:50:33.542434216,0.08641299999999999,0.00023799999999999998,0.038976,-0.0010789999999999999,-0.001669,0.000138,t1
18,2023-06-22 10:50:33.510539532,0.115489,0.010574,-0.016357999999999998,-0.0014739999999999998,-0.002774,-0.0017289999999999999,t0
19,2023-06-22 10:50:33.545484781,0.089998,0.062945,0.094604,-0.000129,-0.001352,0.000419,t1
20,2023-06-22 10:50:33.513610362,0.064598,-0.010537999999999999,0.025493,-0.001771,-0.0036109999999999996,-0.002033,t0
21,2023-06-22 10:50:33.548569441,0.10858999999999999,0.07679,0.075184,0.002348,-0.002962,0.000571,t1
22,2023-06-22 10:50:33.517704248,-0.019473,-0.042124999999999996,0.023225,-0.0012519999999999999,-0.002979,-0.001189,t0
23,2023-06-22 10:50:33.551627159,0.061381,0.035861,0.006868,0.0017209999999999999,-0.002238,5.4e-05,t1
24,2023-06-22 10:50:33.520751476,-0.038884999999999996,-0.042526999999999995,0.11135199999999999,-0.00209,-0.002544,-0.000692,t0
25,2023-06-22 10:50:33.555728436,0.010591999999999999,-0.040836,-0.044156,-0.00017099999999999998,-0.000198,-0.000204,t1
26,2023-06-22 10:50:33.523806809,0.015066999999999999,-0.005905,0.071231,-0.002114,-0.00244,-0.002108,t0
27,2023-06-22 10:50:33.558791161,0.024274999999999998,-0.052920999999999996,-0.05114,-0.002168,0.001089,-0.00018199999999999998,t1
28,2023-06-22 10:50:33.526869059,0.064569,-0.00235,0.078484,-0.002055,-0.002473,-0.001813,t0
29,2023-06-22 10:50:33.561858892,0.053255,0.008263,0.034644,-0.000165,-4.9999999999999996e-06,-0.000873,t1
30,2023-06-22 10:50:33.530958414,0.103021,0.003221,-0.011073,-0.001776,-0.002399,-0.001214,t0
31,2023-06-22 10:50:33.564925432,0.08479099999999999,0.099843,0.089712,0.00039,-0.0005549999999999999,-0.0009509999999999999,t1
32,2023-06-22 10:50:33.534008740,0.044454,-0.021807,0.000725,-0.0018939999999999999,-0.002033,-0.001354,t0
33,2023-06-22 10:50:33.569017887,0.125381,0.09239299999999999,0.1234,0.002853,-0.002056,-9.099999999999999e-05,t1
34,2023-06-22 10:50:33.537072420,-0.0027329999999999998,-0.033733,-0.001557,-0.0014269999999999999,-0.0033929999999999997,-0.000807,t0
