,ts,fx,fy,fz,tx,ty,tz,name
0,2023-06-22 11:28:45.365957260,0.177459,0.166737,-0.151105,0.0055639999999999995,-0.003224,-0.019946,t0
1,2023-06-22 11:28:45.375220776,0.304241,-0.192209,-0.21953599999999998,0.007303,-0.004606,0.012067,t1
2,2023-06-22 11:28:45.369010925,0.162469,0.125581,-0.200763,0.00632,-0.0034449999999999997,-0.019166,t0
3,2023-06-22 11:28:45.378283978,0.32811999999999997,-0.153337,-0.09212,0.006787,-0.005807,0.012929,t1
4,2023-06-22 11:28:45.372063637,0.134135,0.118487,-0.172018,0.006202999999999999,-0.004504,-0.019858999999999998,t0
5,2023-06-22 11:28:45.381357193,0.422355,-0.114093,-0.084968,0.008074,-0.006731,0.01202,t1
6,2023-06-22 11:28:45.375127554,0.063215,0.082271,-0.173503,0.006731,-0.004266,-0.018368,t0
7,2023-06-22 11:28:45.384418249,0.42542599999999997,-0.06601499999999999,-0.051196,0.00942,-0.008173,0.012119999999999999,t1
8,2023-06-22 11:28:45.379212856,0.061,0.115912,-0.06691799999999999,0.005490999999999999,-0.004857,-0.019218,t0
9,2023-06-22 11:28:45.388502598,0.382244,-0.10021,-0.115836,0.009311,-0.008015,0.012008,t1
10,2023-06-22 11:28:45.382271051,0.109706,0.11562199999999999,-0.129685,0.005306,-0.004246,-0.019243,t0
11,2023-06-22 11:28:45.391572952,0.346404,-0.155868,-0.174892,0.009093,-0.007012,0.011836,t1
12,2023-06-22 11:28:45.385327339,0.195988,0.16072499999999998,-0.10026,0.005272,-0.003705,-0.019722999999999997,t0
13,2023-06-22 11:28:45.394638062,0.31476,-0.201789,-0.212032,0.007676,-0.00585,0.012038,t1
14,2023-06-22 11:28:45.388395309,0.189745,0.100794,-0.158318,0.005297,-0.004174,-0.019778999999999998,t0
15,2023-06-22 11:28:45.397702217,0.334433,-0.16408299999999998,-0.177756,0.006882,-0.005371,0.013354,t1
16,2023-06-22 11:28:45.392471313,0.143701,0.096344,-0.14526999999999998,0.005914,-0.004966,-0.019382,t0
17,2023-06-22 11:28:45.401804686,0.420311,-0.11195799999999999,-0.086796,0.007463,-0.006744,0.012534,t1
18,2023-06-22 11:28:45.395531416,0.08175,0.08763699999999999,-0.147398,0.005918,-0.005288,-0.019129999999999998,t0
19,2023-06-22 11:28:45.404864788,0.470508,-0.070519,-0.047636,0.00947,-0.007944999999999999,0.012903999999999999,t1
20,2023-06-22 11:28:45.398602724,0.06577899999999999,0.10185799999999999,-0.110607,0.005042,-0.0050149999999999995,-0.019993,t0
21,2023-06-22 11:28:45.407934904,0.40537199999999995,-0.07589499999999999,-0.1321,0.010043,-0.008059,0.012339,t1
22,2023-06-22 11:28:45.401657104,0.123222,0.135412,-0.116809,0.0056229999999999995,-0.005000999999999999,-0.020287,t0
23,2023-06-22 11:28:45.411006451,0.36125599999999997,-0.130474,-0.17185999999999998,0.00911,-0.006005,0.012424,t1
24,2023-06-22 11:28:45.405739307,0.20265799999999998,0.16612,-0.136468,0.0054659999999999995,-0.0039,-0.019448999999999998,t0
25,2023-06-22 11:28:45.415093660,0.335294,-0.19039799999999998,-0.23535999999999999,0.00699,-0.0050019999999999995,0.012206,t1
26,2023-06-22 11:28:45.408813953,0.178446,0.126108,-0.18239,0.005946,-0.003748,-0.019658,t0
27,2023-06-22 11:28:45.418165207,0.337596,-0.163047,-0.196216,0.006121,-0.005617,0.011557999999999999,t1
28,2023-06-22 11:28:45.411860228,0.154116,0.11881,-0.16732999999999998,0.005503999999999999,-0.005351,-0.01858,t0
29,2023-06-22 11:28:45.421228409,0.413869,-0.106497,-0.0977,0.007435,-0.006624,0.012338,t1
30,2023-06-22 11:28:45.414931297,0.101605,0.055263,-0.15620299999999998,0.004817,-0.005195,-0.019129999999999998,t0
31,2023-06-22 11:28:45.424290895,0.44500799999999996,-0.083082,-0.07642,0.008812,-0.007455,0.012353,t1
32,2023-06-22 11:28:45.419002295,0.067188,0.08792599999999999,-0.08223699999999999,0.0047409999999999996,-0.004823,-0.019436,t0
33,2023-06-22 11:28:45.428395748,0.366432,-0.085908,-0.19941199999999998,0.00887,-0.007658,0.011866999999999999,t1
34,2023-06-22 11:28:45.422063351,0.122986,0.116005,-0.096189,0.0054199999999999995,-0.005771999999999999,-0.018460999999999998,t0
35,2023-06-22 11:28:45.431454182,0.361726,-0.15903899999999999,-0.2246,0.008289,-0.006351,0.012480999999999999,t1
36,2023-06-22 11:28:45.425131321,0.172502,0.126963,-0.11635899999999999,0.004589,-0.004101,-0.020324,t0
37,2023-06-22 11:28:45.434525728,0.315306,-0.160155,-0.2157,0.007824,-0.005122,0.012164,t1
38,2023-06-22 11:28:45.428213358,0.188351,0.127076,-0.181966,0.00477,-0.00436,-0.020016,t0
39,2023-06-22 11:28:45.437588692,0.347946,-0.17060999999999998,-0.179092,0.0063289999999999996,-0.004994,0.012451,t1
40,2023-06-22 11:28:45.432271957,0.17576999999999998,0.099256,-0.159502,0.00534,-0.004927,-0.019929,t0
41,2023-06-22 11:28:45.441686869,0.40029699999999996,-0.099296,-0.082568,0.00711,-0.006745999999999999,0.011974,t1
42,2023-06-22 11:28:45.435337543,0.086779,0.049866999999999995,-0.149145,0.004857,-0.005215,-0.019951999999999998,t0
43,2023-06-22 11:28:45.444753408,0.435407,-0.056734,-0.057904,0.008768999999999999,-0.0077209999999999996,0.012334,t1
44,2023-06-22 11:28:45.438399553,0.055460999999999996,0.091552,-0.08817799999999999,0.005612,-0.00537,-0.018671999999999998,t0
45,2023-06-22 11:28:45.447824001,0.39632599999999996,-0.099048,-0.149196,0.010025,-0.007684,0.012863,t1
46,2023-06-22 11:28:45.441460609,0.07339899999999999,0.110716,-0.10042899999999999,0.00545,-0.004868,-0.019968,t0
47,2023-06-22 11:28:45.450903654,0.34981399999999996,-0.141408,-0.20174799999999998,0.008338,-0.0058,0.012719,t1
48,2023-06-22 11:28:45.445552826,0.19367199999999998,0.144346,-0.120546,0.004117,-0.003594,-0.020366,t0
49,2023-06-22 11:28:45.454981804,0.311641,-0.184048,-0.249944,0.006796,-0.004787,0.012235,t1
50,2023-06-22 11:28:45.448614836,0.202904,0.088811,-0.18415299999999998,0.004547,-0.0049299999999999995,-0.019702,t0
51,2023-06-22 11:28:45.458064318,0.313768,-0.177815,-0.19585999999999998,0.005867,-0.0044859999999999995,0.01188,t1
52,2023-06-22 11:28:45.451673985,0.158243,0.111466,-0.156587,0.005443,-0.004902,-0.020076999999999998,t0
53,2023-06-22 11:28:45.461112738,0.402865,-0.096006,-0.06509999999999999,0.007061,-0.0058,0.012528,t1
54,2023-06-22 11:28:45.454735756,0.128457,0.071668,-0.179864,0.004987,-0.005632,-0.018973999999999998,t0
55,2023-06-22 11:28:45.464194298,0.401008,-0.101946,-0.048223999999999996,0.007877,-0.007241,0.011992,t1
56,2023-06-22 11:28:45.458816767,0.07686799999999999,0.088723,-0.09476799999999999,0.004823,-0.004657,-0.020647,t0
57,2023-06-22 11:28:45.468275547,0.380544,-0.089473,-0.135712,0.009217999999999999,-0.0070799999999999995,0.011588,t1
58,2023-06-22 11:28:45.461878061,0.113823,0.089806,-0.08128099999999999,0.004391,-0.004318,-0.020361999999999998,t0
59,2023-06-22 11:28:45.471331120,0.332272,-0.14296,-0.21645199999999998,0.008341,-0.005651,0.01236,t1
60,2023-06-22 11:28:45.464932442,0.154324,0.120209,-0.086022,0.004425999999999999,-0.0045179999999999994,-0.020606,t0
61,2023-06-22 11:28:45.474409103,0.330019,-0.18678599999999998,-0.225176,0.006787,-0.0049949999999999994,0.011993,t1
62,2023-06-22 11:28:45.468002796,0.21507199999999999,0.12598399999999998,-0.157722,0.004953,-0.004559,-0.019584999999999998,t0
63,2023-06-22 11:28:45.477474213,0.308931,-0.178315,-0.182548,0.006022,-0.00475,0.012521,t1
64,2023-06-22 11:28:45.472073555,0.143526,0.092115,-0.15695099999999998,0.004763,-0.004378,-0.019333,t0
65,2023-06-22 11:28:45.481566429,0.39851699999999995,-0.087639,-0.070052,0.007686999999999999,-0.00626,0.012371,t1
66,2023-06-22 11:28:45.475139856,0.091763,0.10189899999999999,-0.16111699999999998,0.005919,-0.004859,-0.019148,t0
67,2023-06-22 11:28:45.484634161,0.419956,-0.046449,-0.032312,0.008716999999999999,-0.007553,0.012822,t1
68,2023-06-22 11:28:45.478205442,0.041925,0.094549,-0.08312599999999999,0.004913,-0.005025,-0.018921,t0
69,2023-06-22 11:28:45.487704992,0.376084,-0.103035,-0.12818,0.00991,-0.0069619999999999994,0.013392999999999999,t1
70,2023-06-22 11:28:45.481270790,0.08338,0.114477,-0.075278,0.004122,-0.005168,-0.019916,t0
71,2023-06-22 11:28:45.490774155,0.326069,-0.12368799999999999,-0.183228,0.00889,-0.005235999999999999,0.01253,t1
72,2023-06-22 11:28:45.485346556,0.18157299999999998,0.138174,-0.113355,0.004628,-0.004659,-0.019795,t0
73,2023-06-22 11:28:45.494863987,0.324903,-0.175112,-0.261648,0.007277,-0.0049689999999999995,0.012281,t1
74,2023-06-22 11:28:45.488411665,0.20690699999999998,0.10755999999999999,-0.18775799999999998,0.0050609999999999995,-0.0047799999999999995,-0.020123,t0
75,2023-06-22 11:28:45.497941017,0.328864,-0.16501,-0.13458,0.00554,-0.004436,0.012013,t1
76,2023-06-22 11:28:45.491475344,0.15884299999999998,0.127034,-0.157083,0.005516999999999999,-0.004429,-0.020624,t0
77,2023-06-22 11:28:45.501000880,0.391383,-0.107335,-0.06806,0.006853,-0.005807,0.011366999999999999,t1
78,2023-06-22 11:28:45.494540215,0.108334,0.10817399999999999,-0.158605,0.005364,-0.004236,-0.019346,t0
79,2023-06-22 11:28:45.504067897,0.40967699999999996,-0.07380099999999999,-0.08362,0.008163,-0.006300999999999999,0.011177,t1
80,2023-06-22 11:28:45.498623133,0.032063,0.100462,-0.059440999999999994,0.005102,-0.00453,-0.019441999999999997,t0
81,2023-06-22 11:28:45.508159398,0.36299699999999996,-0.110636,-0.11955199999999999,0.009526999999999999,-0.006624,0.012518999999999999,t1
82,2023-06-22 11:28:45.501679181,0.09857199999999999,0.111911,-0.11231999999999999,0.004621999999999999,-0.005219,-0.019958,t0
83,2023-06-22 11:28:45.511229515,0.341443,-0.139102,-0.152856,0.008992,-0.006402,0.012405999999999999,t1
84,2023-06-22 11:28:45.504745483,0.13315,0.13192199999999998,-0.117101,0.004931,-0.0038529999999999997,-0.020586,t0
85,2023-06-22 11:28:45.514306307,0.308538,-0.19022599999999998,-0.22411999999999999,0.007221,-0.004641,0.012577,t1
86,2023-06-22 11:28:45.518011332,0.06594,0.08594299999999999,-0.10041,0.005464,-0.004484999999999999,-0.019136,t0
87,2023-06-22 11:28:45.517361164,0.328316,-0.18664899999999998,-0.174612,0.005822,-0.00473,0.011881,t1
88,2023-06-22 11:28:45.521070719,0.078017,0.134404,-0.11348799999999999,0.005332,-0.003205,-0.019072,t0
89,2023-06-22 11:28:45.521450043,0.37344,-0.10389,-0.06766799999999999,0.008058,-0.0061979999999999995,0.012206,t1
90,2023-06-22 11:28:45.525165558,0.184084,0.129335,-0.11344599999999999,0.005232,-0.00416,-0.020471,t0
91,2023-06-22 11:28:45.524529219,0.426884,-0.039397,-0.056187999999999995,0.009341,-0.007076,0.012194,t1
92,2023-06-22 11:28:45.528215885,0.170784,0.108682,-0.176786,0.005742,-0.003947,-0.020229999999999998,t0
93,2023-06-22 11:28:45.527587652,0.407014,-0.098826,-0.09036,0.009937999999999999,-0.007548,0.012754,t1
94,2023-06-22 11:28:45.531272172,0.1451,0.093674,-0.193108,0.0053349999999999995,-0.004101,-0.019847,t0
95,2023-06-22 11:28:45.530654906,0.34221799999999997,-0.134075,-0.180444,0.0091,-0.006003,0.012195,t1
96,2023-06-22 11:28:45.534342526,0.127503,0.108775,-0.18045799999999998,0.006287999999999999,-0.004719,-0.019483999999999998,t0
97,2023-06-22 11:28:45.534752369,0.275364,-0.189634,-0.228572,0.006689,-0.004131,0.012366,t1
